cert,bank,state,regulator,assets_k,exam_method,inv_rating,svc_rating,pe_date,route,contact,channel,address
35022,"Citizens First Bank, Inc.",KY,FDIC,455318,Intermediate Small Bank Evaluation,High Satisfactory,High Satisfactory,06/01/2018,role,CRA Officer,,"1805 Campbell Lane, Bowling Green, KY 42104"
197,Alliance Bank,IN,FDIC,454838,Intermediate Small Bank Evaluation,,,05/01/2025,role,CRA Officer,www.myalliancebank.com,"101 W Montgomery St., Francesville, IN 47946"
15305,The Denison State Bank,KS,FDIC,453577,Intermediate Small Bank Evaluation,,,01/01/2026,role,CRA Officer,http://www.dsbks.com,"421 New York Ave, Holton, KS 66436"
10474,Citizens State Bank,IL,FDIC,453297,Intermediate Small Bank Evaluation,,,09/01/2025,role,CRA Officer,http://www.csbnow.com,"102 W Main St, Lena, IL 61048"
14546,New Era Bank,MO,FDIC,453114,Intermediate Small Bank Evaluation,,,10/01/2023,role,CRA Officer,www.newerabank.com,"101 S Mine La Motte St, Fredericktown, MO 63645"
17643,First National Bank,NM,OCC,452824,Intermediate Small Bank,,,06/23/2025,role,CRA Officer,www.fnb4u.com,"414 10th St, Alamogordo, NM 88310"
3384,The Liberty National Bank in Paris,TX,OCC,452142,Intermediate Small Bank,,,08/26/2024,role,CRA Officer,www.lnbparis.com,"305 Lamar Ave, Paris, TX 75460"
26393,The Pittsfield Co-operative Bank,MA,FDIC,451501,Intermediate Small Bank Evaluation,,,10/01/2023,role,CRA Officer,www.pittsfield-coop.com,"70 South St, Pittsfield, MA 01201"
57416,Patriot Bank,TN,FED,451158,Int Small Bank,,,"Mar 04, 2019",role,CRA Officer,www.patriot-bank.com,"8376 Us Highway 51 N, Millington, TN 38053"
17672,The Citizens State Bank,KS,FDIC,450637,Intermediate Small Bank Evaluation,,,10/01/2025,role,CRA Officer,www.thecsb.com,"201 S Christian Ave, Moundridge, KS 67107"
12592,Security State Bank,WY,FED,449139,Int Small Bank,,,"Mar 08, 2021",role,CRA Officer,https://www.ssbwyo.bank,"201 S 4th St, Basin, WY 82410"
9327,Farmers-Merchants Bank & Trust Company,LA,FDIC,448243,Intermediate Small Bank Evaluation,,,05/01/2025,role,CRA Officer,,"100 S Main St, Breaux Bridge, LA 70517"
16968,The Peoples Bank,SC,FDIC,446694,Intermediate Small Bank Evaluation,,,05/01/2025,role,CRA Officer,www.peoplesbanksc.com,"801 E Front St, Iva, SC 29655"
57373,Oregon Coast Bank,OR,FDIC,446289,Intermediate Small Bank Evaluation,,,06/01/2025,role,CRA Officer,oregoncoast.bank,"909 Se Bay Blvd, Newport, OR 97365"
4132,"The City National Bank and Trust Company of Lawton, Oklahoma",OK,OCC,446240,Intermediate Small Bank,,,04/03/2023,role,CRA Officer,www.cnb1901.com,"500 Montgomery Sq, Lawton, OK 73501"
1808,Better Banks,IL,FDIC,445751,Intermediate Small Bank Evaluation,,,01/01/2024,role,CRA Officer,http://www.betterbanks.com,"10225 N Knoxville Ave, Peoria, IL 61615"
13068,Community Bank and Trust,MO,FED,445058,Int Small Bank,Low Satisfactory,High Satisfactory,"May 02, 2022",role,CRA Officer,www.cbthomebank.com,"100 S Wood St, Neosho, MO 64850"
3814,The City National Bank of Metropolis,IL,OCC,444355,Intermediate Small Bank,,,05/19/2025,role,CRA Officer,https://www.cnb-metropolis.com,"423 Ferry St, Metropolis, IL 62960"
23376,"First Jackson Bank, Inc.",AL,FDIC,444259,Intermediate Small Bank Evaluation,,,08/01/2023,role,CRA Officer,www.firstjacksonbank.com,"43243 Us Highway 72, Stevenson, AL 35772"
58111,NobleBank & Trust,AL,FED,444047,Int Small Bank,,,"Mar 25, 2024",role,CRA Officer,www.noblebank.com,"1509 Quintard Ave, Anniston, AL 36201"
28868,Broadstreet Bank S S B,TX,FDIC,442833,Intermediate Small Bank Evaluation,,,09/01/2025,role,CRA Officer,www.broadstreet.bank,"215 W Broad St, Mineola, TX 75773"
5473,JONES BANK,NE,FED,441170,Int Small Bank,,,"Sep 26, 2022",role,CRA Officer,www.jonesbank.com,"203 S 6th St, Seward, NE 68434"
59051,Urban Partnership Bank,IL,FDIC,438816,Intermediate Small Bank Evaluation,Outstanding,Outstanding,09/01/2018,role,CRA Officer,,"7936 South Cottage Grove Avenue, Chicago, IL 60619"
11159,Texas Champion Bank,TX,FDIC,436608,Intermediate Small Bank Evaluation,,,07/01/2025,role,CRA Officer,http://www.texaschampionbank.com,"6124 S Staples St, Corpus Christi, TX 78413"
14730,Frontier Bank,CO,FDIC,436363,Intermediate Small Bank Evaluation,,,01/01/2024,role,CRA Officer,http://www.frontierbankco.com,"200 S Main St, Lamar, CO 81052"
28401,Eureka Savings Bank,IL,FDIC,435791,Intermediate Small Bank Evaluation,,,03/01/2026,role,CRA Officer,http://www.eurekasavings.com,"250 Marquette St, La Salle, IL 61301"
9871,The St. Henry Bank,OH,FED,435566,Int Small Bank,,,"Jan 27, 2025",role,CRA Officer,www.sthenrybank.com,"231 E Main St, St. Henry, OH 45883"
35479,Mariner's Bank,NJ,FDIC,435327,Intermediate Small Bank Evaluation,High Satisfactory,High Satisfactory,12/01/2020,role,CRA Officer,,"2 Pembroke Place, Edgewater, NJ 07020"
11767,FreedomBank,IA,FDIC,433877,Intermediate Small Bank Evaluation,,,03/01/2024,role,CRA Officer,www.freedombnk.com,"210 S Main St, Elkader, IA 52043"
15703,Town & Country Bank and Trust Company,KY,FDIC,433675,Intermediate Small Bank Evaluation,,,02/01/2024,role,CRA Officer,www.mytcbt.bank,"201 N 3rd St, Bardstown, KY 40004"
29881,Home Bank SB,IN,OCC,433127,Intermediate Small Bank,,,07/21/2025,role,CRA Officer,www.homebanksb.com,"59 W Washington St, Martinsville, IN 46151"
14812,TS Bank,IA,FDIC,432744,Intermediate Small Bank Evaluation,,,02/01/2026,role,CRA Officer,www.tsbank.com,"15 E Main St, Treynor, IA 51575"
15466,West Texas State Bank,TX,FDIC,431247,Intermediate Small Bank Evaluation,Outstanding,High Satisfactory,07/01/2019,role,CRA Officer,,"1501 West University Boulevard, Odessa, TX 79764"
27119,Northmark Bank,MA,FDIC,431134,Intermediate Small Bank Evaluation,High Satisfactory,High Satisfactory,05/01/2021,role,CRA Officer,,"89 Turnpike St, North Andover, MA 01845"
4364,The First National Bank of Monterey,IN,OCC,430515,Intermediate Small Bank,,,10/23/2023,role,CRA Officer,www.fnbmonterey.com,"6222 E Main St, Monterey, IN 46960"
17903,Maquoketa State Bank,IA,FED,429013,Int Small Bank,,,"Apr 25, 2022",role,CRA Officer,www.maquoketasb.bank,"203 N Main St, Maquoketa, IA 52060"
18610,The Union State Bank of Everest,KS,FED,427293,Int Small Bank,,,"Dec 09, 2024",role,CRA Officer,www.mybankusb.com,"545 Main St, Everest, KS 66424"
12327,Bank of Mauston,WI,FDIC,426704,Intermediate Small Bank Evaluation,,,11/01/2024,role,CRA Officer,www.bankofmauston.com,"503 Highway 82, Mauston, WI 53948"
18698,Texas State Bank,TX,FDIC,425535,Intermediate Small Bank Evaluation,,,10/01/2023,role,CRA Officer,txbank.com,"2201 Sherwood Way, San Angelo, TX 76901"
7909,Marion Center Bank,PA,FDIC,425181,Intermediate Small Bank Evaluation,,,02/01/2024,role,CRA Officer,http://www.marioncenterbank.com,"1271 Indian Springs Rd, Indiana, PA 15701"
19904,Centinel Bank of Taos,NM,FDIC,424807,Intermediate Small Bank Evaluation,,,05/01/2023,role,CRA Officer,www.centinelbank.com,"512 Paseo Del Pueblo Sur, Taos, NM 87571"
17476,Mechanics' Savings Bank,ME,FDIC,424705,Intermediate Small Bank Evaluation,High Satisfactory,High Satisfactory,06/01/2018,role,CRA Officer,,"100 Minot Avenue, Auburn, ME 04210"
17636,Astra Bank,KS,FDIC,423288,Intermediate Small Bank Evaluation,,,03/01/2025,role,CRA Officer,astra.bank,"323 4th St, Scandia, KS 66966"
28567,Roselle Bank,NJ,FDIC,421971,Intermediate Small Bank Evaluation,High Satisfactory,High Satisfactory,11/01/2019,role,CRA Officer,,"235 Chestnut St, Roselle, NJ 07203"
28222,Haddon Savings Bank,NJ,FDIC,421352,Intermediate Small Bank Evaluation,,,05/01/2023,role,CRA Officer,haddonsavings.com,"201 White Horse Pike, Haddon Heights, NJ 08035"
17884,The First State Bank,OK,FDIC,420744,Intermediate Small Bank Evaluation,High Satisfactory,High Satisfactory,08/01/2020,role,CRA Officer,,"3030 Nw Expressway Suite 1, Oklahoma City, OK 73112"
17598,Soy Capital Bank and Trust Company,IL,FDIC,420023,Intermediate Small Bank Evaluation,Outstanding,Outstanding,03/01/2018,role,CRA Officer,,"1501 East Eldorado Street, Decatur, IL 62525"
1550,Central State Bank,IA,FED,419323,Int Small Bank,,,"Jun 06, 2022",role,CRA Officer,centralstate.bank,"805 22nd Ave, Coralville, IA 52241"
16249,Devon Bank,IL,FDIC,418565,Intermediate Small Bank Evaluation,,,08/01/2025,role,CRA Officer,www.DevonBank.com,"6445 N Western Ave, Chicago, IL 60645"
34058,Lusitania Savings Bank,NJ,FDIC,418125,Intermediate Small Bank Evaluation,,,02/01/2024,role,CRA Officer,www.lusitaniabank.com,"107 Pulaski St, Newark, NJ 07105"
58687,Touchmark National Bank,GA,OCC,416900,Intermediate Small Bank,,,10/02/2023,role,CRA Officer,www.touchmarknb.com,"3651 Old Milton Pkwy, Alpharetta, GA 30005"
22551,First Texas Bank,TX,FDIC,416663,Intermediate Small Bank Evaluation,,,01/01/2024,role,CRA Officer,,"3514 South Ws Young Drive, Killeen, TX 76542"
14009,Chelsea State Bank,MI,FED,416526,Int Small Bank,,,"Feb 26, 2024",role,CRA Officer,www.chelseastate.bank,"1010 S Main St, Chelsea, MI 48118"
58030,Paradise Bank,FL,FED,415216,Int Small Bank,,,"Sep 19, 2022",role,CRA Officer,www.Paradise.Bank,"3800 N Federal Hwy, Boca Raton, FL 33431"
1660,Farmers and Merchants Bank of South Carolina,SC,FDIC,413556,Intermediate Small Bank Evaluation,,,11/01/2025,role,CRA Officer,www.fmbsc.com,"8624 Old State Rd, Holly Hill, SC 29059"
1484,Bank of Frankewing,TN,FDIC,413119,Intermediate Small Bank Evaluation,,,12/01/2025,role,CRA Officer,www.bankoffrankewing.com,"2324 Highway 64, Frankewing, TN 38459"
2710,"First State Bank of the Southeast, Inc",KY,FDIC,412302,Intermediate Small Bank Evaluation,,,02/01/2025,role,CRA Officer,,"1820 Cumberland Ave, Middlesboro, KY 40965"
17280,The Bank of Tioga,ND,FDIC,412068,Intermediate Small Bank Evaluation,,,01/01/2026,role,CRA Officer,www.thebankoftioga.com,"7 N Main St, Tioga, ND 58852"
33761,Village Bank,MN,FDIC,411867,Intermediate Small Bank Evaluation,,,08/01/2024,role,CRA Officer,www.villagebankonline.bank,"3350 Bridge St Nw, Saint Francis, MN 55070"
21220,Brickell Bank,FL,FDIC,410395,Intermediate Small Bank Evaluation,High Satisfactory,High Satisfactory,05/01/2019,role,CRA Officer,,"1395 Brickell Avenue, Miami, FL 33131"
28841,Community Savings Bank,IL,FDIC,410173,Intermediate Small Bank Evaluation,,,12/01/2025,role,CRA Officer,www.communitysavingsbank.bank,"4801 W Belmont Ave, Chicago, IL 60641"
9770,First State Bank Southwest,MN,FED,409937,Int Small Bank,,,"Aug 14, 2023",role,CRA Officer,www.firststatebanksw.com,"202 2nd St Se, Pipestone, MN 56164"
28213,"Winter Hill Bank, FSB",MA,OCC,407948,Intermediate Small Bank,,,08/04/2025,role,CRA Officer,www.winterhillbank.com,"342 Broadway, Somerville, MA 02145"
1635,Bank of Kirksville,MO,FDIC,407398,Intermediate Small Bank Evaluation,,,08/01/2023,role,CRA Officer,,"214 S Franklin St, Kirksville, MO 63501"
25127,Points West Community Bank,NE,FDIC,404068,Intermediate Small Bank Evaluation,High Satisfactory,High Satisfactory,03/01/2019,role,CRA Officer,,"809 Illinois Street, Sidney, NE 69162"
34565,Victory State Bank,NY,FDIC,403315,Intermediate Small Bank Evaluation,High Satisfactory,High Satisfactory,04/01/2019,role,CRA Officer,,"4142 Hylan Boulevard, Staten Island, NY 10308"
14720,First Community Bank,AL,FDIC,400550,Intermediate Small Bank Evaluation,High Satisfactory,High Satisfactory,03/01/2018,role,CRA Officer,,"34 Court St, Chatom, AL 36518"
14966,The Security National Bank of Enid,OK,OCC,400374,Intermediate Small Bank,,,09/16/2024,role,CRA Officer,WWW.SNBENID.COM,"100 S Independence St, Enid, OK 73701"
20698,Southern Heritage Bank,LA,FDIC,397875,Intermediate Small Bank Evaluation,,,08/01/2023,role,CRA Officer,http://www.shbnet.com,"701 Fourth St, Jonesville, LA 71343"
16375,HomeStar Bank and Financial Services,IL,FDIC,396808,Intermediate Small Bank Evaluation,High Satisfactory,High Satisfactory,07/01/2019,role,CRA Officer,,"303 Section Line Road, Manteno, IL 60950"
57073,Community Bank of Santa Maria,CA,FDIC,396520,Intermediate Small Bank Evaluation,,,06/01/2025,role,CRA Officer,www.yourcbsm.com,"2739 Santa Maria Way, Santa Maria, CA 93455"
4439,The Clinton National Bank,IA,OCC,396417,Intermediate Small Bank,,,10/16/2023,role,CRA Officer,www.clintonnational.com,"235 6th Ave S, Clinton, IA 52732"
22536,First Secure Bank and Trust Co.,IL,FDIC,396243,Intermediate Small Bank Evaluation,High Satisfactory,High Satisfactory,09/01/2022,role,CRA Officer,WWW.FIRSTSECUREBANK.COM,"10360 S Roberts Rd, Palos Hills, IL 60465"
58407,UniBank,WA,FED,392997,Int Small Bank,,,"Jul 31, 2023",role,CRA Officer,www.unibankusa.com,"19315 Highway 99, Lynnwood, WA 98036"
14058,Great Plains State Bank,NE,FDIC,392018,Intermediate Small Bank Evaluation,,,03/01/2023,role,CRA Officer,www.gpsbanks.com,"140 Main St, Petersburg, NE 68652"
13407,Farmers State Bank,TX,FDIC,391479,Intermediate Small Bank Evaluation,,,07/01/2023,role,CRA Officer,www.fsbctx.bank,"115 Shelbyville St, Center, TX 75935"
29188,Fox Valley Savings Bank,WI,FDIC,387333,Intermediate Small Bank Evaluation,,,11/01/2023,role,CRA Officer,www.fvsbank.com,"51 E 1st St, Fond Du Lac, WI 54935"
5062,First National Bank & Trust Co.,MI,OCC,386385,Intermediate Small Bank,,,09/29/2025,role,CRA Officer,www.fnbimk.com,"233 S Stephenson Ave, Iron Mountain, MI 49801"
19070,First National Bank of Clarksdale,MS,OCC,386095,Intermediate Small Bank,,,01/05/2026,role,CRA Officer,www.fnbclarksdale.com,"402 E 2nd St, Clarksdale, MS 38614"
10249,United Community Bank of North Dakota,ND,FDIC,384944,Intermediate Small Bank Evaluation,,,04/01/2023,role,CRA Officer,,"105 Central Avenue South, Leeds, ND 58346"
13712,The Libertyville Savings Bank,IA,FDIC,384129,Intermediate Small Bank Evaluation,,,06/01/2023,role,CRA Officer,www.lsbia.bank,"2000 W Jefferson Ave, Fairfield, IA 52556"
5796,Earlham Savings Bank,IA,FDIC,382508,Intermediate Small Bank Evaluation,,,05/01/2023,role,CRA Officer,WWW.EARLHAMBANK.COM,"7300 Lake Dr, West Des Moines, IA 50266"
34535,"TCM Bank, National Association",FL,OCC,382352,Limited Purpose Bank,,,02/03/2025,role,CRA Officer,www.tcmbank.com,"3501 E Frontage Rd, Tampa, FL 33607"
35013,Premier Community Bank,OR,FDIC,381294,Intermediate Small Bank Evaluation,High Satisfactory,High Satisfactory,06/01/2018,role,CRA Officer,,"314 East Main Street, Hillsboro, OR 97123"
2229,RSNB Bank,WY,FED,380994,Int Small Bank,,,"Sep 23, 2019",role,CRA Officer,WWW.RSNB.COM,"200 2nd St, Rock Springs, WY 82901"
47,Traders & Farmers Bank,AL,FDIC,379039,Intermediate Small Bank Evaluation,High Satisfactory,High Satisfactory,10/01/2018,role,CRA Officer,,"819 20th St, Haleyville, AL 35565"
57552,First Capital Bank,TN,FDIC,376173,Intermediate Small Bank Evaluation,High Satisfactory,High Satisfactory,01/01/2022,role,CRA Officer,,"7575 Poplar Ave, Germantown, TN 38138"
19254,Heritage Bank National Association,MN,OCC,361058,Intermediate Small Bank,,,07/05/2022,role,CRA Officer,www.heritagebankna.com,"110 W South St, Spicer, MN 56288"
58658,"Locus Bank, Inc.",VA,FED,359356,Limited Purpose,,,"Jan 06, 2020",role,CRA Officer,locusimpact.org,"7814 Carousel Ln, Richmond, VA 23294"
31184,Citizens Savings Bank,PA,OCC,358979,Intermediate Small Bank,,,04/28/2025,role,CRA Officer,citizens-savings.com,"500 S State St, Clarks Summit, PA 18411"
34849,Premier Bank,IA,FED,357734,Int Small Bank,,,"Sep 21, 2020",role,CRA Officer,http://www.premierbanking.com,"2625 Nw Arterial, Dubuque, IA 52002"
14333,Commercial Bank and Trust of PA,PA,FDIC,357463,Intermediate Small Bank Evaluation,,,09/01/2024,role,CRA Officer,WWW.cbthebank.com,"900 Ligonier St, Latrobe, PA 15650"
4031,Frazer Bank,OK,FED,354251,Int Small Bank,,,"Jul 09, 2018",role,CRA Officer,www.frazerbank.com,"110 E Broadway St, Altus, OK 73521"
5151,First Minnesota Bank,MN,FDIC,351952,Intermediate Small Bank Evaluation,High Satisfactory,High Satisfactory,02/01/2019,role,CRA Officer,,"4625 County Highway 101, Minnetonka, MN 55345"
12396,State Bank of Lincoln,IL,FDIC,349362,Intermediate Small Bank Evaluation,High Satisfactory,High Satisfactory,10/01/2020,role,CRA Officer,,"508 Broadway, Lincoln, IL 62656"
35422,The Leaders Bank,IL,FDIC,345360,Intermediate Small Bank Evaluation,High Satisfactory,High Satisfactory,03/01/2022,role,CRA Officer,,"2001 York Rd, Oak Brook, IL 60523"
58148,Milestone Bank,UT,FDIC,342168,Wholesale Bank Evaluation,,,01/01/2026,role,CRA Officer,www.milestonebank.com,"310 South Main St., Suite 900, Salt Lake City, UT 84101"
59190,"Varo Bank, National Association",UT,OCC,337821,Strategic Plan,,,02/27/2023,role,CRA Officer,www.varomoney.com,"11781 S Lone Peak Pkwy, Draper, UT 84020"
13303,Bank of England,AR,FDIC,332323,Intermediate Small Bank Evaluation,,,06/01/2025,role,CRA Officer,www.bankofengland-ar.com,"123 S Main St, England, AR 72046"
35109,SENB Bank,IL,FDIC,331627,Intermediate Small Bank Evaluation,,,05/01/2023,role,CRA Officer,,"3535 Avenue Of The Cities, Moline, IL 61265"
57888,NewDominion Bank,NC,FDIC,328629,Intermediate Small Bank Evaluation,High Satisfactory,High Satisfactory,05/01/2018,role,CRA Officer,,"1111 Metropolitan Avenue, Charlotte, NC 28204"
23090,"The Peoples Bank and Trust Company of Pointe Coupee Parish, Louisiana",LA,FDIC,319736,Intermediate Small Bank Evaluation,,,11/01/2022,role,CRA Officer,,"805 Hospital Rd, New Roads, LA 70760"
11329,Farmers-Merchants Bank of Illinois,IL,FDIC,286687,Strategic Plan Evaluation,,,08/01/2022,role,CRA Officer,,"101 W Main St, Joy, IL 61260"
6078,One American Bank,SD,FDIC,285193,Intermediate Small Bank Evaluation,,,08/01/2025,role,CRA Officer,www.oneamericanbank.com,"549 Broadway St, Centerville, SD 57014"
22381,Anahuac National Bank,TX,OCC,266425,Intermediate Small Bank,,,11/27/2023,role,CRA Officer,WWW.ANBANK.NET,"801 Ross Sterling Ave, Anahuac, TX 77514"
28963,Lincoln 1st  Bank,NJ,FDIC,264238,Intermediate Small Bank Evaluation,High Satisfactory,High Satisfactory,10/01/2019,role,CRA Officer,,"261 Comly Rd, Lincoln Park, NJ 07035"
58196,Noah Bank,PA,FDIC,241562,Intermediate Small Bank Evaluation,High Satisfactory,High Satisfactory,06/01/2021,role,CRA Officer,,"7301 Old York Rd, Elkins Park, PA 19027"
18641,First Bank and Trust Company of Illinois,IL,FDIC,228579,Wholesale Bank Evaluation,,,06/01/2025,role,CRA Officer,www.firstbankillinois.com,"300 E Northwest Hwy, Palatine, IL 60067"
57571,Continental Bank,UT,FDIC,181836,Strategic Plan Evaluation,,,07/01/2025,role,CRA Officer,http://www.cbankus.com,"15 W South Temple, Salt Lake City, UT 84101"
25803,Hatch Bank,CA,FDIC,177458,Limited Purpose Evaluation,,,10/01/2021,role,CRA Officer,www.hatchbank.com,"1001 W San Marcos Blvd, San Marcos, CA 92078"
9502,Movement Bank,VA,FDIC,165482,Strategic Plan Evaluation,,,09/01/2021,role,CRA Officer,www.movementbank.com,"1296 Piney Forest Road, Danville, VA 24540"
34710,"Nationwide Trust Company, FSB",OH,OCC,153595,Large Bank,,,04/15/2015,role,CRA Officer,www.nationwide.com,"1 Nationwide Plz, Columbus, OH 43215"
24211,"Bank of Whittier, National Association",CA,OCC,152608,Strategic Plan,,,05/30/2023,role,CRA Officer,http://www.whittierbank.com,"15141 Whittier Blvd, Whittier, CA 90603"
1390,Lake Area Bank,MN,FDIC,149191,Intermediate Small Bank Evaluation,High Satisfactory,High Satisfactory,10/01/2019,role,CRA Officer,,"12790 N 1st Ave, Lindstrom, MN 55045"
26392,Deutsche Bank Trust Company Delaware,DE,FDIC,141395,Wholesale Bank Evaluation,,,09/01/2018,role,CRA Officer,http://www.db.com,"111 Continental Dr, Newark, DE 19713"
5214,The First National Bank of Moose Lake,MN,OCC,133658,Large Bank,,,08/12/2024,role,CRA Officer,www.firstmooselake.com,"400 Elm Ave, Moose Lake, MN 55767"
16247,Neighbors Bank,MO,FDIC,115638,Strategic Plan Evaluation,,,04/01/2025,role,CRA Officer,www.neighborsbank.com,"109 East St, Clarence, MO 63437"
58294,First Covenant Bank,GA,FDIC,112422,Strategic Plan Evaluation,,,06/01/2019,role,CRA Officer,,"1731 N Elm St, Commerce, GA 30529"
13959,CBW Bank,KS,FDIC,80511,Strategic Plan Evaluation,,,12/01/2023,role,CRA Officer,www.cbwbank.com,"109 E Main St, Weir, KS 66781"
